0.000000 0.000000 0.000000 0.000000
0.142857 0.000000 0.000000 0.000000
0.285714 0.000000 0.000000 0.000000
0.428571 0.000000 0.000000 0.000000
0.571429 0.000000 0.000000 0.000000
0.714286 0.000000 0.000000 0.000000
0.857143 0.000000 0.000000 0.000000
1.000000 -0.000000 0.000000 0.000000
1.142857 -0.071429 0.000000 0.000000
1.285714 -0.142857 0.000000 0.000000
1.428571 -0.214286 0.000000 0.000000
1.571429 -0.285714 0.000000 0.000000
1.714286 -0.357143 0.000000 0.000000
1.857143 -0.428571 0.000000 0.000000
2.000000 -0.500000 0.000000 0.000000
2.142857 -0.571429 0.000000 0.000000
2.285714 -0.642857 0.000000 0.000000
2.428571 -0.714286 0.000000 0.000000
2.571429 -0.785714 0.000000 0.000000
2.714286 -0.857143 0.000000 0.000000
2.857143 -0.928571 0.000000 0.000000
3.000000 -1.000000 0.000000 0.000000
3.142857 -0.928571 0.000000 0.000000
3.285714 -0.857143 0.000000 0.000000
3.428571 -0.785714 0.000000 0.000000
3.571429 -0.714286 0.000000 0.000000
3.714286 -0.642857 0.000000 0.000000
3.857143 -0.571429 0.000000 0.000000
4.000000 -0.500000 0.000000 0.000000
4.142857 -0.428571 0.000000 0.000000
4.285714 -0.357143 0.000000 0.000000
4.428571 -0.285714 0.000000 0.000000
4.571429 -0.214286 0.000000 0.000000
4.714286 -0.142857 0.000000 0.000000
4.857143 -0.071429 0.000000 0.000000
5.000000 0.000000 0.000000 0.000000
5.142857 0.071429 0.000000 0.000000
5.285714 0.142857 0.000000 0.000000
5.428571 0.214286 0.000000 0.000000
5.571429 0.285714 0.000000 0.000000
5.714286 0.357143 0.000000 0.000000
5.857143 0.428571 0.000000 0.000000
6.000000 0.500000 0.000000 0.000000
6.142857 0.571429 0.000000 0.000000
6.285714 0.642857 0.000000 0.000000
6.428571 0.714286 0.000000 0.000000
6.571429 0.785714 0.000000 0.000000
6.714286 0.857143 0.000000 0.000000
6.857143 0.928571 0.000000 0.000000
7.000000 1.000000 0.000000 0.000000
